ACSSF,2011m1,co,000,0018,0000079,4228,2358,1305,542,955,880,1914,1515,1030,3236,3238,1223,2843,1529,1666,1340,1029,2676,2345,1992,1068,468,1364,1266,448,4560,3253,2739,1041,1006,867,560,508,306,384,8854,6853,4560,4228,3726,2128,3306,2676,2266,1299,4560,3253,2739,1581,1590,438
ACSSF,2011m1,co,000,0018,0000080,,,,,,,,,,,,,,,,,,,,,,,,,,1240,912,1035,428,819,240,181,92,40,381,3935,3755,1240,2453,2119,2098,603,2186,2210,786,1240,912,1035,929,310,384
ACSSF,2011m1,co,000,0018,0000081,2508,1846,1423,1175,767,201,1027,871,541,1676,769,700,346,201,1396,1396,201,1829,1546,1394,672,258,1202,1138,340,2242,2116,693,405,240,319,136,298,107,233,4453,4568,2242,2508,2578,2250,970,1829,1653,880,2242,2116,693,470,432,273
ACSSF,2011m1,co,000,0018,0000082,3164,1663,684,510,201,363,1430,1386,124,1993,1828,1797,227,137,709,608,249,2850,2720,2668,285,474,978,928,186,1487,1099,936,353,417,211,329,193,257,515,6251,5972,1487,3164,2318,2198,472,2850,2781,579,1487,1099,936,506,553,582
ACSSF,2011m1,co,000,0018,0000083,2557,1764,471,292,237,173,1843,1375,1203,1354,817,586,231,491,1072,912,698,1993,1904,1731,687,822,996,996,201,2472,2187,1174,707,574,316,57,363,133,283,3714,3967,2472,2557,2124,1502,1377,1993,1825,1074,2472,2187,1174,1052,487,305
ACSSF,2011m1,co,000,0018,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,2201,1619,1913,1224,154,737,663,404,456,342,6156,6412,2201,3691,1836,1717,512,4006,4048,1616,2201,1619,1913,1257,1185,594
ACSSF,2011m1,co,000,0018,0000085,,,,,,,,,,,,,,,,,,,,,,,,,,2102,1794,1347,801,404,312,522,457,680,299,5318,5421,2102,3387,2654,2285,1741,3778,3870,1679,2102,1794,1347,988,917,731
ACSSF,2011m1,co,000,0018,0000086,,,,,,,,,,,,,,,,,,,,,,,,,,1761,819,1600,794,602,325,168,343,349,717,5790,5842,1761,3538,2875,2715,962,3519,3359,1486,1761,819,1600,1096,467,855
ACSSF,2011m1,co,000,0018,0000087,2690,2494,1654,346,1619,201,1925,1925,201,1398,866,862,169,97,1224,1224,201,1919,1856,1771,494,402,725,725,201,1769,1353,1097,591,160,473,172,169,331,429,5595,5093,1769,2690,2616,2181,1642,1919,1875,642,1769,1353,1097,672,571,549
ACSSF,2011m1,co,000,0018,0000088,,,,,,,,,,,,,,,,,,,,,,,,,,2349,1308,1835,728,960,498,186,228,159,339,6544,6199,2349,3467,3202,2413,1858,1783,1635,711,2349,1308,1835,1601,595,365
ACSSF,2011m1,co,000,0018,0000089,4704,1894,1637,1467,180,830,846,756,393,2406,1902,1447,643,1204,1640,1627,80,4491,4408,3614,942,2079,1459,1443,379,2540,1570,1722,948,1026,610,213,394,254,971,8095,7256,2540,4704,2841,2564,1683,4491,3801,2493,2540,1570,1722,1200,687,1047
ACSSF,2011m1,co,000,0018,0000090,3870,3018,1177,945,722,201,2624,2634,253,2888,2281,1825,1469,179,1505,1305,707,1837,1423,1190,777,361,1215,1191,132,2441,2069,1207,552,735,345,193,189,341,574,7029,6445,2441,3870,3881,3249,1676,1837,1607,890,2441,2069,1207,944,428,570
ACSSF,2011m1,co,000,0018,0000091,,,,,,,,,,,,,,,,,,,,,,,,,,1760,1662,641,200,201,200,294,445,201,294,2998,3541,1760,1431,1594,1543,284,1750,1759,552,1760,1662,641,200,579,294
ACSSF,2011m1,co,000,0018,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,1929,999,1507,811,556,212,225,291,298,506,6912,6580,1929,3226,1428,1259,659,2959,2886,1305,1929,999,1507,1165,445,558
ACSSF,2011m1,co,000,0018,0000093,4280,2558,2025,1342,1549,609,2493,1905,1718,3319,3209,2844,1880,1510,2112,1697,1436,3708,2492,1779,1574,1346,2767,2824,383,4468,3963,2144,1331,898,826,385,467,201,519,7116,6873,4468,4280,3780,3294,3195,3708,3218,2017,4468,3963,2144,1714,1087,531
ACSSF,2011m1,co,000,0018,0000094,2689,1875,369,248,266,201,1869,1715,908,1537,1525,961,1026,604,587,603,72,2683,2373,2380,632,1246,1026,1021,74,2753,2373,1278,887,442,497,583,259,333,589,4382,4166,2753,2689,2281,1934,1329,2683,2614,1482,2753,2373,1278,985,789,673
ACSSF,2011m1,co,000,0018,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779,6556,3273,3501,2869,1147,2824,3265,3146,1277,3273,1859,2291,2179,474,178
